N	mean	var	loss	bw	B	MaxB	Silence	Bp	out
90	2.594199	0.140318	0.022229	2.734786	134	167	2.741089	46.225586	1
85	1.371673	0.092938	0.212950	1.078066	64	355	2.116089	21.225586	1
105	1.780460	0.084804	0.000000	3.999040	71	105	4.616089	41.225586	2
75	1.055131	0.030988	0.516359	0.512652	206	480	0.866089	11.225586	1
95	1.610709	0.112156	0.000000	2.182785	214	230	3.366089	31.225586	2
82	0.983165	0.058460	0.002071	1.072590	161	261	4.928589	28.725586	0
102	3.382471	0.286859	0.000263	4.423810	1	11	2.428589	48.725586	0
72	0.657123	0.058773	0.427620	0.388719	335	386	3.678589	18.725586	1
92	3.868865	0.226653	0.264053	2.781863	50	136	1.178589	38.725586	1
87	0.538307	0.064190	0.000000	0.680424	240	323	4.303589	13.725586	2
107	3.082473	0.113520	0.001779	3.538642	17	73	1.803589	33.725586	0
77	1.083582	0.076333	0.255457	0.753233	444	448	3.053589	23.725586	1
97	6.394807	0.193855	0.403176	3.817981	97	198	0.553589	43.725586	1
106	3.653968	0.126733	0.346894	2.373852	74	89	0.709839	24.975586	1
86	2.243442	0.113922	0.228392	1.659297	114	339	3.209839	44.975586	1
96	1.151437	0.071717	0.161033	0.962735	125	214	1.959839	14.975586	1
76	1.146324	0.132436	0.535812	0.489239	40	464	4.459839	34.975586	1
101	4.374133	0.021639	0.542953	1.997985	25	27	0.084839	19.975586	1
81	2.130466	0.146616	0.175664	1.781358	127	277	2.584839	39.975586	1
91	2.830553	0.099899	0.242762	2.144685	108	152	1.334839	29.975586	1
71	1.614068	0.156163	0.325627	1.088784	85	402	3.834839	49.975586	1
109	0.827601	0.056561	0.000000	1.171401	32	120	2.897339	12.475586	2
89	4.872559	0.086903	0.524240	2.326190	286	370	0.397339	32.475586	1
99	1.015526	0.056642	0.000000	1.442701	5	245	4.147339	22.475586	2
79	3.065152	0.194345	0.529567	1.400323	259	495	1.647339	42.475586	1
104	1.522700	0.106699	0.000000	2.720806	23	58	3.522339	27.475586	2
84	4.705565	0.227660	0.379314	2.856164	276	308	1.022339	47.475586	1
94	0.669756	0.049786	0.000000	1.219784	27	183	4.772339	17.475586	2
74	2.006311	0.119943	0.379445	1.210655	281	433	2.272339	37.475586	1
94	1.071274	0.128676	0.000000	1.466033	446	472	4.225464	25.600586	2
74	2.943253	0.167373	0.540343	1.273844	99	222	1.725464	45.600586	1
104	1.004873	0.072995	0.000000	1.339184	241	347	2.975464	15.600586	2
84	4.787483	0.121971	0.515872	2.283818	19	97	0.475464	35.600586	1
99	0.426209	0.056381	0.000000	0.737730	335	409	4.850464	10.600586	2
79	1.733886	0.109908	0.435562	0.961878	51	159	2.350464	30.600586	1
109	1.168959	0.110283	0.000000	2.055182	162	284	3.600464	20.600586	2
89	4.015379	0.184339	0.389616	2.461899	2	34	1.100464	40.600586	1
92	1.308555	0.092462	0.082699	1.195202	169	441	2.037964	18.100586	1
72	1.090801	0.138195	0.407131	0.673438	168	191	4.537964	38.100586	1
102	3.804393	0.039641	0.293725	2.650540	42	316	0.787964	28.100586	1
82	2.198798	0.201027	0.161445	1.915548	41	66	3.287964	48.100586	1
97	2.194737	0.121168	0.164102	1.852661	97	378	1.412964	23.100586	1
77	1.609656	0.181568	0.304332	1.215319	97	128	3.912964	43.100586	1
107	2.844540	0.024715	0.506669	1.392771	2	253	0.162964	13.100586	1
87	1.859546	0.148151	0.164348	1.737130	1	3	2.662964	33.100586	1
78	0.629349	0.066161	0.491576	0.293482	23	144	3.444214	14.350586	1
98	4.085992	0.122122	0.356229	2.627347	261	394	0.944214	34.350586	1
88	0.879489	0.085323	0.074045	0.902700	7	19	4.694214	24.350586	1
108	3.563878	0.190298	0.001353	4.125132	246	269	2.194214	44.350586	0
73	1.353550	0.063544	0.348917	0.834577	8	206	2.819214	29.350586	1
93	8.199658	0.141806	0.482669	4.226422	246	456	0.319214	49.350586	1
83	0.770875	0.121196	0.020018	0.862159	23	81	4.069214	19.350586	1
103	3.784841	0.192274	0.018270	3.862428	261	331	1.569214	39.350586	0
75	3.826276	0.001454	0.573910	1.629072	127	175	0.006714	21.850586	1
95	2.591342	0.171237	0.000000	2.868758	96	425	2.506714	41.850586	0
85	1.073706	0.034085	0.397190	0.648562	48	50	1.256714	11.850586	1
105	1.684079	0.132616	0.000000	2.975789	143	300	3.756714	31.850586	2
70	1.721629	0.040599	0.518981	0.830415	142	237	0.631714	16.850586	1
90	1.915745	0.123449	0.000000	2.651574	49	487	3.131714	36.850586	2
80	1.748400	0.118607	0.177931	1.426351	95	112	1.881714	26.850586	1
100	2.062535	0.158569	0.000000	4.629648	127	362	4.381714	46.850586	2
71	0.979681	0.078511	0.005907	1.078001	143	327	2.545776	20.288086	0
91	8.241143	0.021918	0.571107	3.529734	72	77	0.045776	40.288086	1
81	0.419992	0.050513	0.000000	0.767072	85	452	3.795776	10.288086	2
101	3.068386	0.109991	0.364239	2.022331	139	202	1.295776	30.288086	1
76	0.644364	0.056523	0.000000	0.741910	83	265	3.170776	15.288086	0
96	4.730105	0.156318	0.564541	2.060965	12	15	0.670776	35.288086	1
86	0.966145	0.071529	0.000000	1.774897	24	390	4.420776	25.288086	2
106	3.872023	0.307275	0.348933	2.510281	78	140	1.920776	45.288086	1
73	1.089071	0.042980	0.277057	0.800252	314	359	0.983276	12.788086	1
93	1.655729	0.125527	0.247063	1.182492	40	109	3.483276	32.788086	1
83	1.351670	0.091285	0.000000	1.841814	302	484	2.233276	22.788086	2
103	1.852928	0.142884	0.000000	2.449806	29	234	4.733276	42.788086	2
78	3.751828	0.099286	0.489295	1.931371	222	296	0.358276	27.788086	1
98	2.929892	0.278168	0.466813	1.515779	11	46	2.858276	47.788086	1
88	1.384457	0.074040	0.019054	1.408058	210	421	1.608276	17.788086	0
108	1.952844	0.146126	0.051989	1.905139	0	171	4.108276	37.788086	1
97	0.793009	0.078526	0.178693	0.605119	40	62	4.577026	19.038086	1
77	2.228427	0.163474	0.038251	2.358236	49	312	2.077026	39.038086	1
107	1.648635	0.203494	0.026004	1.747216	169	187	3.327026	29.038086	1
87	5.534344	0.130887	0.254904	4.132648	177	437	0.827026	49.038086	1
92	1.031193	0.108149	0.492894	0.545044	65	124	3.952026	24.038086	1
72	3.132105	0.156629	0.234996	2.336672	12	374	1.452026	44.038086	1
102	0.918593	0.058228	0.206259	0.706361	194	249	2.702026	14.038086	1
82	5.442374	0.069258	0.503471	2.700016	140	499	0.202026	34.038086	1
99	2.165534	0.102863	0.391515	1.358322	6	30	1.764526	26.538086	1
79	1.630211	0.190644	0.000000	2.911975	201	280	4.264526	46.538086	2
109	2.818020	0.053901	0.466992	1.492335	72	155	0.514526	16.538086	1
89	1.883610	0.143016	0.000000	3.235495	392	405	3.014526	36.538086	2
94	0.736559	0.077169	0.468992	0.410421	8	93	2.389526	11.538086	1
74	0.948297	0.066936	0.000000	1.594228	203	343	4.889526	31.538086	2
104	2.475534	0.064590	0.408082	1.486315	75	218	1.139526	21.538086	1
84	1.820667	0.205798	0.000000	3.128680	395	468	3.639526	41.538086	2
104	1.858217	0.039299	0.501340	0.933297	209	382	0.436401	10.913086	1
84	1.639561	0.122785	0.000000	2.432363	6	132	2.936401	30.913086	2
94	1.758201	0.085211	0.450351	0.935589	205	257	1.686401	20.913086	1
74	1.362574	0.157178	0.000621	2.209283	2	7	4.186401	40.913086	2
109	3.275135	0.109677	0.459628	1.792187	299	445	1.061401	25.913086	1
89	2.033032	0.128252	0.000000	3.416789	33	195	3.561401	45.913086	2
99	1.141010	0.109685	0.549339	0.519912	295	320	2.311401	15.913086	1
79	1.139781	0.143724	0.000000	1.757003	29	70	4.811401	35.913086	2
101	1.356307	0.118368	0.007189	1.420243	45	413	3.248901	23.413086	0
81	4.686639	0.190176	0.275044	3.482822	99	163	0.748901	43.413086	1
91	0.532190	0.041819	0.135189	0.449317	103	288	4.498901	13.413086	1
71	1.846937	0.152544	0.052029	1.941690	32	38	1.998901	33.413086	1
106	1.297701	0.090263	0.159710	1.036968	111	476	2.623901	18.413086	1
86	6.892180	0.032621	0.529382	3.249866	166	226	0.123901	38.413086	1
96	1.370771	0.145499	0.423182	0.782216	170	351	3.873901	28.413086	1
76	3.666978	0.275624	0.190798	2.833278	99	101	1.373901	48.413086	1
88	1.729926	0.137835	0.000000	2.394707	79	241	2.467651	29.663086	2
108	2.089357	0.167983	0.000000	2.612880	407	491	4.967651	49.663086	2
78	1.651292	0.067548	0.244867	1.225429	9	116	1.217651	19.663086	1
98	1.932740	0.234775	0.385030	1.234101	211	366	3.717651	39.663086	1
83	1.047235	0.029544	0.022944	1.026841	81	179	1.842651	14.663086	1
103	1.574362	0.147230	0.088837	1.419632	409	429	4.342651	34.663086	1
73	2.674764	0.038173	0.445795	1.471395	11	54	0.592651	24.663086	1
93	2.377649	0.163361	0.534332	1.042878	214	304	3.092651	44.663086	1
85	0.737712	0.071357	0.000000	1.396226	160	210	4.030151	17.163086	2
105	3.691869	0.201608	0.281749	2.595724	122	460	1.530151	37.163086	1
75	1.275317	0.108883	0.000922	1.582363	43	85	2.780151	27.163086	0
95	8.171558	0.084200	0.550164	3.692557	5	335	0.280151	47.163086	1
80	0.756286	0.103650	0.000000	1.512393	131	148	4.655151	22.163086	2
100	3.141279	0.219924	0.287730	2.261984	155	398	2.155151	42.163086	1
70	0.456238	0.048373	0.025452	0.569345	14	23	3.405151	12.163086	1
90	3.618198	0.132006	0.542318	1.617606	38	273	0.905151	32.163086	1
85	1.237867	0.083100	0.000000	1.844169	82	118	3.698120	27.944336	2
105	5.338699	0.192615	0.451625	2.882744	73	368	1.198120	47.944336	1
75	0.518679	0.069436	0.000000	1.307695	230	243	4.948120	17.944336	2
95	2.495813	0.177236	0.076385	2.237899	221	493	2.448120	37.944336	1
80	0.608794	0.054714	0.017567	0.715947	32	56	3.073120	12.944336	0
100	4.903266	0.105532	0.550343	2.203355	22	306	0.573120	32.944336	1
70	0.720090	0.085743	0.000000	1.398632	149	181	4.323120	22.944336	2
90	3.281227	0.188341	0.347015	2.220021	140	431	1.823120	42.944336	1
87	2.513986	0.038401	0.504725	1.247388	11	87	0.260620	15.444336	1
107	2.337642	0.196855	0.385204	1.435681	214	337	2.760620	35.444336	1
77	1.816506	0.092391	0.035541	1.845388	82	212	1.510620	25.444336	1
97	2.002902	0.121993	0.005292	2.303237	410	462	4.010620	45.444336	0
82	2.132898	0.083328	0.375441	1.305144	0	25	0.885620	20.444336	1
102	2.262066	0.227931	0.535589	1.031227	140	275	3.385620	40.444336	1
72	0.584204	0.048803	0.000130	0.638517	39	150	2.135620	10.444336	0
92	1.150359	0.114274	0.006020	1.138494	305	400	4.635620	30.444336	1
101	0.545075	0.018824	0.157864	0.464055	108	259	4.166870	11.694336	1
81	2.245472	0.109955	0.073761	2.161586	8	9	1.666870	31.694336	1
91	1.217338	0.114832	0.002911	1.234975	64	384	2.916870	21.694336	0
71	4.922993	0.074228	0.395983	2.957852	89	134	0.416870	41.694336	1
106	1.134091	0.134593	0.313523	0.774606	94	321	4.791870	26.694336	1
86	2.890086	0.173253	0.047784	2.959429	56	71	2.291870	46.694336	1
96	0.858383	0.057593	0.045450	0.818026	19	446	3.541870	16.694336	1
76	3.288822	0.137215	0.184908	2.606902	106	196	1.041870	36.694336	1
104	1.917575	0.116001	0.435026	1.153289	284	290	1.979370	24.194336	1
84	1.651116	0.159575	0.000044	2.755424	19	40	4.479370	44.194336	2
94	1.819238	0.072776	0.445897	1.016150	303	415	0.729370	14.194336	1
74	1.412682	0.124745	0.000000	2.404200	38	165	3.229370	34.194336	2
109	2.088755	0.116543	0.542894	0.960480	302	353	1.354370	19.194336	1
89	1.752987	0.184361	0.002059	2.268773	36	103	3.854370	39.194336	0
99	6.144818	0.021173	0.560739	2.701684	289	478	0.104370	29.194336	1
79	2.654986	0.169019	0.002110	3.351946	24	228	2.604370	49.194336	2
99	2.396799	0.066715	0.420659	1.412583	53	173	0.807495	18.569336	1
79	1.698743	0.117779	0.000000	3.003852	342	423	3.307495	38.569336	2
109	2.414446	0.145253	0.367096	1.503763	2	48	2.057495	28.569336	1
89	1.815228	0.171223	0.000000	3.371114	166	298	4.557495	48.569336	2
94	4.420507	0.047180	0.546809	1.995514	102	236	0.182495	23.569336	1
74	2.079957	0.098332	0.000000	2.887265	454	486	2.682495	43.569336	2
104	1.382702	0.084411	0.516875	0.668714	20	111	1.432495	13.569336	1
84	1.306826	0.102231	0.000000	1.935332	247	361	3.932495	33.569336	2
97	1.507735	0.113086	0.107968	1.427421	123	142	2.994995	26.069336	1
77	5.503161	0.099483	0.381044	3.452281	145	392	0.494995	46.069336	1
107	0.787018	0.086891	0.338621	0.563095	10	17	4.244995	16.069336	1
87	2.767134	0.167412	0.088898	2.477872	32	267	1.744995	36.069336	1
92	0.552419	0.042890	0.104926	0.455080	203	204	3.619995	11.069336	1
72	2.456959	0.138660	0.192974	1.993620	225	454	1.119995	31.069336	1
102	0.851640	0.085375	0.509744	0.444682	59	79	4.869995	21.069336	1
82	2.290492	0.178644	0.040698	2.287868	81	329	2.369995	41.069336	1
73	1.667134	0.106788	0.047267	1.583925	259	439	1.276245	22.319336	1
93	1.998816	0.189434	0.026539	2.225260	17	189	3.776245	42.319336	1
83	2.343006	0.003548	0.566580	1.014668	263	314	0.026245	12.319336	1
103	2.361405	0.144328	0.386476	1.421762	21	64	2.526245	32.319336	1
78	1.087643	0.076193	0.000000	1.196266	269	376	1.901245	17.319336	0
98	1.528866	0.189158	0.051653	1.646623	27	126	4.401245	37.319336	1
88	3.424884	0.108778	0.416602	2.001431	242	251	0.651245	27.319336	1
108	2.889334	0.225056	0.508245	1.523261	0	1	3.151245	47.319336	1
71	0.440045	0.055496	0.000000	0.954796	13	470	4.713745	14.819336	2
91	2.285905	0.174648	0.217872	1.832398	116	220	2.213745	34.819336	1
81	0.970180	0.072619	0.000000	1.445365	95	345	3.463745	24.819336	2
101	5.454331	0.215692	0.523803	2.611337	73	95	0.963745	44.819336	1
76	1.045857	0.127282	0.000000	1.834379	62	407	4.088745	29.819336	2
96	4.163247	0.198687	0.401522	2.618896	102	157	1.588745	49.819336	1
86	1.025151	0.101241	0.017849	1.090395	113	282	2.838745	19.819336	0
106	7.464202	0.117355	0.574678	3.166529	28	32	0.338745	39.819336	1
75	0.734729	0.049413	0.235665	0.545815	23	29	2.252808	13.256836	1
95	1.300960	0.173959	0.000000	2.764618	84	279	4.752808	33.256836	2
85	2.342806	0.037472	0.533584	1.084778	84	154	1.002808	23.256836	1
105	2.383238	0.251353	0.000000	3.124260	20	404	3.502808	43.256836	2
70	1.707165	0.098236	0.234118	1.333187	84	91	1.627808	28.256836	1
90	2.104096	0.184302	0.000000	4.251359	145	341	4.127808	48.256836	2
80	2.542437	0.033891	0.542471	1.149664	146	216	0.377808	18.256836	1
100	2.327139	0.203643	0.000000	3.041389	82	466	2.877808	38.256836	2
78	0.823966	0.039271	0.101276	0.703436	21	60	3.815308	20.756836	1
98	4.041699	0.177963	0.127832	3.509170	267	310	1.315308	40.756836	1
88	0.676449	0.045644	0.524483	0.290197	21	185	2.565308	10.756836	1
108	7.335409	0.015376	0.558931	3.227303	267	435	0.065308	30.756836	1
73	0.501910	0.043067	0.002689	0.597524	59	122	4.440308	15.756836	0
93	2.697198	0.132201	0.000224	3.130642	367	372	1.940308	35.756836	0
83	1.177256	0.087235	0.358043	0.772646	59	247	3.190308	25.756836	1
103	6.586166	0.142142	0.385735	4.060961	367	497	0.690308	45.756836	1
92	3.845728	0.097398	0.391895	2.326774	29	357	0.534058	27.006836	1
72	1.882983	0.172270	0.185585	1.647192	62	107	3.034058	47.006836	1
102	1.527663	0.064962	0.140019	1.253929	160	482	1.784058	17.006836	1
82	1.397091	0.185655	0.448164	0.740367	193	232	4.284058	37.006836	1
97	1.280506	0.055944	0.144712	1.128715	61	294	1.159058	12.006836	1
77	1.304344	0.088953	0.026197	1.385466	31	44	3.659058	32.006836	1
107	1.600181	0.082619	0.000000	1.843059	191	419	2.409058	22.006836	0
87	1.539870	0.126418	0.199740	1.202942	161	169	4.909058	42.006836	1
94	1.042748	0.092855	0.000000	1.487763	169	325	3.346558	19.506836	2
74	3.789253	0.066643	0.486791	1.924999	1	75	0.846558	39.506836	1
104	1.329812	0.101720	0.000000	1.821130	346	450	4.596558	29.506836	2
84	3.123958	0.169380	0.565755	1.357059	54	200	2.096558	49.506836	1
99	1.530897	0.099931	0.000000	2.213275	169	263	2.721558	24.506836	2
79	6.745064	0.073701	0.541003	3.120660	1	13	0.221558	44.506836	1
109	0.743377	0.076760	0.000000	1.113872	347	388	3.971558	14.506836	2
89	2.985716	0.141983	0.501219	1.480298	54	138	1.471558	34.506836	1
108	1.057061	0.082098	0.000000	1.609950	39	208	4.518433	22.631836	2
88	2.874119	0.202843	0.506789	1.451446	317	458	2.018433	42.631836	1
98	0.685548	0.044162	0.000000	1.079743	36	83	3.268433	12.631836	2
78	3.373647	0.098401	0.466935	1.807728	313	333	0.768433	32.631836	1
103	0.887084	0.058166	0.000000	1.394340	9	146	3.893433	17.631836	2
83	3.051290	0.175783	0.451327	1.683476	224	396	1.393433	37.631836	1
93	1.743086	0.151472	0.000000	2.491696	6	21	2.643433	27.631836	2
73	7.169643	0.065999	0.547425	3.240776	221	271	0.143433	47.631836	1
106	0.937117	0.044988	0.198052	0.749403	150	239	1.705933	10.131836	1
86	1.144068	0.162028	0.546060	0.540956	63	489	4.205933	30.131836	1
96	3.133659	0.066810	0.425200	1.793837	100	114	0.455933	20.131836	1
76	1.893937	0.233800	0.209449	1.387770	138	364	2.955933	40.131836	1
101	1.797155	0.140020	0.015739	1.908858	89	177	2.330933	25.131836	0
81	1.445269	0.092875	0.259628	1.068020	2	427	4.830933	45.131836	1
91	1.618003	0.090694	0.183037	1.302344	39	52	1.080933	15.131836	1
71	1.285619	0.137394	0.050752	1.315929	76	302	3.580933	35.131836	1
82	0.836349	0.053047	0.449334	0.466743	374	411	2.799683	16.381836	1
102	6.777325	0.087936	0.494245	3.380982	66	161	0.299683	36.381836	1
72	0.918192	0.099728	0.020532	0.931232	189	286	4.049683	26.381836	1
92	3.947373	0.194159	0.050939	3.915393	5	36	1.549683	46.381836	1
87	0.977374	0.138577	0.214057	0.765078	372	474	3.424683	21.381836	1
107	5.489700	0.181301	0.281774	3.873441	64	224	0.924683	41.381836	1
77	0.368054	0.044679	0.000000	0.507754	187	349	4.674683	11.381836	2
97	2.139290	0.138111	0.000000	3.021893	3	99	2.174683	31.381836	2
80	2.426077	0.132261	0.546870	1.099083	179	380	1.237183	28.881836	1
100	2.506065	0.215716	0.004784	3.160094	126	130	3.737183	48.881836	0
70	0.853721	0.071918	0.275304	0.663608	56	255	2.487183	18.881836	1
90	1.398269	0.167035	0.000000	2.921867	3	5	4.987183	38.881836	2
85	1.733485	0.049876	0.530641	0.811152	154	443	0.612183	13.881836	1
105	2.109159	0.168621	0.000495	2.687605	163	193	3.112183	33.881836	2
75	1.490289	0.096345	0.237109	1.123256	31	318	1.862183	23.881836	1
95	1.830995	0.111897	0.000000	3.920800	40	68	4.362183	43.881836	2
85	0.646870	0.029682	0.000000	0.785796	82	498	4.431763	16.274414	2
105	2.988774	0.178286	0.000000	3.734982	165	248	1.931763	36.274414	2
75	1.056485	0.130454	0.239571	0.801960	155	373	3.181763	26.274414	1
95	6.206582	0.124042	0.354025	3.898116	112	123	0.681763	46.274414	1
80	0.822262	0.058004	0.071533	0.819876	18	435	3.806763	21.274414	1
100	4.208994	0.214327	0.104200	3.766385	100	185	1.306763	41.274414	1
70	0.548910	0.036262	0.443454	0.276115	90	310	2.556763	11.274414	1
90	6.259999	0.020453	0.561217	2.753554	47	60	0.056763	31.274414	1
87	2.215091	0.147997	0.305415	1.587309	340	467	1.619263	28.774414	1
107	2.311849	0.253620	0.000000	4.832857	49	217	4.119263	48.774414	2
77	2.486914	0.051460	0.551097	1.117402	334	342	0.369263	18.774414	1
97	2.314380	0.069320	0.000667	2.807483	44	92	2.869263	38.774414	0
82	0.837828	0.054726	0.308688	0.569339	244	404	2.244263	13.774414	1
102	1.454218	0.192772	0.000000	2.827799	16	154	4.744263	33.774414	2
72	2.033558	0.100958	0.575243	0.886573	238	279	0.994263	23.774414	1
92	2.165008	0.220651	0.017489	2.565248	10	29	3.494263	43.774414	0
101	1.494926	0.078795	0.000000	2.174118	131	139	2.713013	22.524414	2
81	6.701899	0.080809	0.533235	3.105345	174	389	0.213013	42.524414	1
91	0.542794	0.060878	0.000000	0.856989	9	14	3.963013	12.524414	2
71	2.129564	0.133136	0.459248	1.197264	52	264	1.463013	32.524414	1
106	1.036933	0.057262	0.000000	1.592197	165	201	3.338013	17.524414	2
86	4.174653	0.165159	0.460418	2.218244	145	451	0.838013	37.524414	1
96	1.129178	0.120239	0.000000	1.697167	43	76	4.588013	27.524414	2
76	2.819098	0.179254	0.504736	1.326748	23	326	2.088013	47.524414	1
103	1.146073	0.027776	0.176868	0.964477	65	170	1.150513	10.024414	1
83	1.280656	0.128383	0.039678	1.273005	371	420	3.650513	30.024414	1
93	1.298854	0.059849	0.028059	1.371693	6	45	2.400513	20.024414	1
73	1.271281	0.155816	0.347192	0.802944	187	295	4.900513	40.024414	1
108	4.172021	0.087605	0.408715	2.471589	60	232	0.525513	25.024414	1
88	2.291895	0.173540	0.229951	1.734184	366	482	3.025513	45.024414	1
98	1.242103	0.049656	0.216687	1.003168	1	107	1.775513	15.024414	1
78	1.214054	0.087341	0.564344	0.521900	182	357	4.275513	35.024414	1
99	1.915018	0.114516	0.002505	2.113818	254	303	2.322388	26.899414	0
79	1.530119	0.203406	0.204326	1.265296	17	53	4.822388	46.899414	1
109	2.141170	0.049382	0.156724	1.799101	251	428	1.072388	16.899414	1
89	1.629434	0.180289	0.014143	1.885567	15	178	3.572388	36.899414	1
94	1.013671	0.080084	0.173096	0.822890	351	365	1.697388	11.899414	1
74	1.024650	0.123374	0.413749	0.606608	53	115	4.197388	31.899414	1
104	3.667554	0.078352	0.416210	2.157830	349	490	0.447388	21.899414	1
84	2.091036	0.280805	0.180884	1.758718	51	240	2.947388	41.899414	1
97	0.992264	0.081509	0.000000	1.346669	74	271	3.884888	19.399414	2
77	2.996244	0.181476	0.484802	1.523037	16	21	1.384888	39.399414	1
107	2.094871	0.062148	0.000000	2.900504	10	396	2.634888	29.399414	2
87	8.922931	0.068577	0.550632	3.987409	76	146	0.134888	49.399414	1
92	1.015977	0.093615	0.000000	1.358147	133	334	4.509888	24.399414	2
72	2.532987	0.207123	0.556300	1.099348	75	84	2.009888	44.399414	1
102	0.827375	0.063904	0.000000	1.207371	69	459	3.259888	14.399414	2
82	3.710844	0.179840	0.493038	1.928550	136	209	0.759888	34.399414	1
73	1.435292	0.038364	0.513675	0.683929	3	68	0.603638	13.149414	1
93	1.814701	0.122755	0.000000	2.467824	177	318	3.103638	33.149414	2
83	1.584815	0.082562	0.213139	1.280143	59	193	1.853638	23.149414	1
103	1.952493	0.166014	0.000000	4.394535	357	443	4.353638	43.149414	2
78	2.376445	0.159122	0.508995	1.119810	1	6	1.228638	28.149414	1
98	2.364739	0.161046	0.000000	3.272035	174	256	3.728638	48.149414	2
88	1.060270	0.109486	0.178237	0.870189	56	131	2.478638	18.149414	1
108	1.613842	0.199780	0.000000	3.643936	355	381	4.978638	38.149414	2
70	0.807748	0.079045	0.307565	0.521542	61	99	3.416138	20.649414	1
90	4.449233	0.123706	0.299132	3.087705	41	349	0.916138	40.649414	1
80	0.346296	0.029585	0.000000	0.447629	194	224	4.666138	10.649414	2
100	2.194010	0.068630	0.000000	2.904960	175	474	2.166138	30.649414	2
75	0.734980	0.079766	0.535517	0.351680	27	37	2.791138	15.649414	1
95	6.195527	0.087033	0.506841	3.042058	70	287	0.291138	35.649414	1
85	0.960630	0.080777	0.112118	0.954536	161	162	4.041138	25.649414	1
105	4.444571	0.219445	0.061109	4.208037	203	412	1.541138	45.649414	1
76	2.129163	0.058770	0.352863	1.362946	132	400	0.877075	22.211914	1
96	2.208749	0.148957	0.455084	1.200222	124	150	3.377075	42.211914	1
86	0.813238	0.049099	0.000000	0.934330	22	275	2.127075	12.211914	0
106	1.436721	0.131977	0.036605	1.555135	14	25	4.627075	32.211914	1
71	2.303602	0.025058	0.495902	1.151378	210	463	0.252075	17.211914	1
91	2.079455	0.157509	0.320423	1.430979	203	213	2.752075	37.211914	1
81	2.134076	0.110244	0.014287	2.154899	69	338	1.502075	27.211914	0
101	2.130165	0.137744	0.004579	2.718802	62	88	4.002075	47.211914	0
78	0.689759	0.050903	0.000000	0.736789	331	431	3.064575	14.711914	0
98	5.128239	0.149858	0.572446	2.205261	48	181	0.564575	34.711914	1
88	0.925612	0.082275	0.000000	1.777893	158	306	4.314575	24.711914	2
108	4.127828	0.229160	0.368065	2.572642	1	56	1.814575	44.711914	1
73	1.028185	0.066431	0.000000	1.572167	441	494	3.689575	29.711914	2
93	4.836388	0.140768	0.497453	2.488900	95	244	1.189575	49.711914	1
83	0.643336	0.092864	0.000000	1.500391	237	369	4.939575	19.711914	2
103	2.833010	0.178291	0.153925	2.350427	17	119	2.439575	39.711914	1
92	1.722255	0.075338	0.511374	0.840028	125	228	1.345825	18.461914	1
72	1.361546	0.153480	0.000000	1.931943	23	478	3.845825	38.461914	2
102	6.224630	0.020975	0.558774	2.742931	82	103	0.095825	28.461914	1
82	2.550132	0.105313	0.000000	3.598125	105	353	2.595825	48.461914	2
97	1.803797	0.107906	0.393354	1.134460	111	166	1.970825	23.461914	1
77	1.455571	0.120717	0.000000	2.646495	72	416	4.470825	43.461914	2
107	1.995257	0.042258	0.421720	1.135131	37	41	0.720825	13.461914	1
87	1.762412	0.109265	0.000000	2.897899	123	291	3.220825	33.461914	2
94	1.038286	0.112166	0.434046	0.536055	22	197	4.783325	25.961914	1
74	2.478617	0.177852	0.086807	2.352221	273	447	2.283325	45.961914	1
104	0.893551	0.061582	0.099500	0.762776	26	72	3.533325	15.961914	1
84	3.475970	0.145041	0.229214	2.723777	277	322	1.033325	35.961914	1
99	0.506773	0.047731	0.242633	0.369185	31	135	4.158325	10.961914	1
79	2.169470	0.096689	0.096412	1.960031	283	385	1.658325	30.961914	1
109	1.410276	0.146019	0.128206	1.318295	4	10	2.908325	20.961914	1
89	6.075283	0.158205	0.420304	3.573226	256	260	0.408325	40.961914	1
109	0.670934	0.070730	0.083219	0.623418	217	330	3.611450	11.586914	1
89	3.151732	0.113379	0.171591	2.594285	12	80	1.111450	31.586914	1
99	0.789425	0.082540	0.364939	0.547869	413	455	4.861450	21.586914	1
79	2.335812	0.154744	0.036742	2.369998	83	205	2.361450	41.586914	1
104	1.635249	0.145982	0.004912	1.684568	142	267	2.986450	26.586914	0
84	6.132109	0.088560	0.365205	3.885630	0	17	0.486450	46.586914	1
94	0.712846	0.080351	0.163922	0.585853	307	392	4.236450	16.586914	1
74	2.253443	0.129141	0.055608	2.240802	40	142	1.736450	36.586914	1
106	5.143931	0.017534	0.552021	2.284942	79	361	0.173950	24.086914	1
86	2.339297	0.230940	0.001129	3.214448	80	111	2.673950	44.086914	2
96	1.295495	0.059925	0.555288	0.590396	229	486	1.423950	14.086914	1
76	1.224381	0.147398	0.000000	1.642788	229	236	3.923950	34.086914	2
101	2.561914	0.083586	0.440152	1.427687	28	299	0.798950	19.086914	1
81	1.777452	0.101118	0.000000	2.961697	29	49	3.298950	39.086914	2
91	2.090560	0.119220	0.434932	1.163225	146	424	2.048950	29.086914	1
71	1.543756	0.202534	0.000000	2.530598	147	174	4.548950	49.086914	2
82	1.112559	0.071223	0.000000	1.956561	14	33	4.080200	27.836914	2
102	4.471016	0.308973	0.364089	2.853737	266	283	1.580200	47.836914	1
