N	mean	var	loss	bw	B	MaxB	Silence	Bp	out
86	1.195805	0.125644	0.000000	1.569775	248	356	4.331360	31.096192	2
96	2.997647	0.055320	0.394555	1.832873	103	231	0.581360	21.096192	1
76	1.724587	0.181492	0.260215	1.335057	456	481	3.081360	41.096192	1
87	1.127198	0.112965	0.204125	0.864109	132	372	3.237610	22.346192	1
107	6.132259	0.224959	0.336780	4.094213	104	122	0.737610	42.346192	1
77	0.391316	0.036519	0.511566	0.191031	52	497	4.487610	12.346191	1
97	2.390708	0.206102	0.128741	2.141665	149	247	1.987610	32.346192	1
82	1.000436	0.034389	0.148119	0.803020	148	309	2.612610	17.346192	1
102	8.060513	0.047249	0.532667	3.769942	57	59	0.112610	37.346192	1
72	0.926589	0.081296	0.351312	0.636211	100	434	3.862610	27.346192	1
92	4.373482	0.188813	0.174847	3.471278	134	184	1.362610	47.346192	1
85	2.090385	0.039722	0.514231	1.011745	270	341	0.425110	14.846192	1
105	2.189022	0.139989	0.000000	3.210006	26	91	2.925110	34.846192	2
75	1.697615	0.099010	0.505498	0.796231	253	466	1.675110	24.846192	1
95	1.940661	0.150554	0.000000	2.835308	9	216	4.175110	44.846192	2
80	2.788491	0.146509	0.374570	1.727735	255	278	1.050110	29.846192	1
100	2.631925	0.213911	0.000000	4.830564	11	28	3.550110	49.846192	2
70	1.024249	0.101310	0.365343	0.624678	269	403	2.300110	19.846192	1
90	1.504727	0.152037	0.000000	2.726628	25	153	4.800110	39.846192	2
71	1.670718	0.091542	0.570886	0.730502	95	192	1.753235	27.971192	1
91	1.995582	0.202812	0.000245	2.623854	440	442	4.253235	47.971192	2
81	2.297485	0.024916	0.525220	1.093723	16	67	0.503235	17.971192	1
101	2.203586	0.203984	0.000000	3.136714	236	317	3.003235	37.971192	2
76	0.695049	0.056467	0.454610	0.383603	48	130	2.378235	12.971191	1
96	1.308706	0.131717	0.000000	2.199275	331	380	4.878235	32.971192	2
86	2.194035	0.113041	0.409643	1.328580	0	5	1.128235	22.971192	1
106	2.284050	0.159567	0.000000	4.134534	158	255	3.628235	42.971192	2
73	0.470852	0.050854	0.449815	0.267554	208	223	4.565735	15.471192	1
93	2.553065	0.143181	0.096540	2.342494	205	473	2.065735	35.471192	1
83	1.158055	0.150354	0.166597	1.009235	66	98	3.315735	25.471192	1
103	5.954186	0.236429	0.304459	4.304293	63	348	0.815735	45.471192	1
78	0.773833	0.059450	0.257267	0.571226	130	161	3.940735	20.471192	1
98	3.757694	0.172508	0.145458	3.251561	126	411	1.440735	40.471192	1
88	0.608894	0.043482	0.095834	0.548459	20	36	2.690735	10.471191	1
108	6.489259	0.046129	0.495278	3.261771	16	286	0.190735	30.471192	1
97	1.372851	0.058598	0.356651	0.878338	278	427	0.971985	11.721191	1
77	1.325049	0.149817	0.514494	0.619220	26	177	3.471985	31.721192	1
107	1.721478	0.129036	0.001293	1.985192	272	302	2.221985	21.721192	0
87	1.421455	0.119702	0.061072	1.498561	20	52	4.721985	41.721192	1
92	4.305401	0.043972	0.474852	2.245261	257	489	0.346985	26.721192	1
72	2.120189	0.214195	0.369663	1.281497	6	239	2.846985	46.721192	1
102	1.572633	0.095101	0.003272	1.614853	282	364	1.596985	16.721192	0
82	1.394684	0.131307	0.009662	1.591623	31	114	4.096985	36.721192	0
99	1.588550	0.055470	0.000000	1.711853	84	395	2.534485	24.221192	0
79	7.934628	0.014180	0.573193	3.388782	103	145	0.034485	44.221192	1
109	0.792207	0.044130	0.000000	1.367434	125	270	3.784485	14.221192	2
89	3.086659	0.119728	0.372378	1.934308	19	20	1.284485	34.221192	1
94	1.036632	0.114112	0.000000	1.430769	41	458	3.159485	19.221192	2
74	4.186008	0.162209	0.505322	2.009643	122	208	0.659485	39.221192	1
104	1.378642	0.132318	0.000000	2.979583	113	333	4.409485	29.221192	2
84	3.339482	0.201189	0.179314	2.712736	69	83	1.909485	49.221192	1
95	1.456549	0.101366	0.000000	1.993349	17	146	3.638001	29.299316	2
75	4.038090	0.242106	0.515216	2.001228	245	396	1.138001	49.299316	1
105	0.825821	0.070094	0.000000	1.838221	7	21	4.888000	19.299316	2
85	2.290216	0.130991	0.190162	1.899789	235	271	2.388001	39.299316	1
90	0.778621	0.059058	0.007994	0.816495	51	209	3.013001	14.299316	0
70	3.680163	0.100349	0.575247	1.597564	341	459	0.513000	34.299316	1
100	1.058089	0.105941	0.000000	1.963702	41	84	4.263000	24.299316	2
80	2.952302	0.160608	0.373468	1.877643	332	334	1.763001	44.299316	1
98	3.231068	0.023532	0.513332	1.564016	99	178	0.200500	16.799316	1
78	1.816255	0.110588	0.345430	1.195905	24	428	2.700501	36.799316	1
108	2.794106	0.079698	0.037900	2.809732	42	53	1.450501	26.799316	1
88	1.961717	0.194529	0.003395	2.312846	92	303	3.950501	46.799316	0
93	2.662155	0.081722	0.381733	1.638279	163	240	0.825500	21.799316	1
73	1.616474	0.151351	0.472937	0.882837	89	490	3.325501	41.799316	1
103	0.977575	0.078723	0.002225	1.072311	107	115	2.075501	11.799316	0
83	1.116996	0.074837	0.032296	1.178668	157	365	4.575500	31.799316	1
71	0.342135	0.028519	0.247472	0.248688	367	474	4.106750	10.549316	1
91	2.524439	0.116584	0.133709	2.213448	61	224	1.606751	30.549316	1
81	1.016729	0.073938	0.105724	0.948630	183	349	2.856751	20.549316	1
101	7.147559	0.103834	0.437643	4.008654	2	99	0.356750	40.549316	1
76	0.801431	0.123095	0.502866	0.409899	370	412	4.731750	25.549316	1
96	3.157447	0.283960	0.059412	2.996885	64	162	2.231751	45.549316	1
86	0.719313	0.035384	0.151749	0.604189	186	287	3.481751	15.549316	1
106	4.411758	0.193559	0.235636	3.384370	5	37	0.981750	35.549316	1
74	1.328985	0.069325	0.398931	0.844292	149	443	1.919251	23.049316	1
94	1.735766	0.137897	0.000000	3.161836	161	193	4.419250	43.049316	2
84	1.539469	0.050796	0.448491	0.868438	27	318	0.669250	13.049316	1
104	1.916472	0.231487	0.000000	3.389767	39	68	3.169251	33.049316	2
79	1.487255	0.083527	0.512568	0.707475	176	381	1.294251	18.049316	1
99	1.802168	0.166823	0.000000	2.594901	126	131	3.794251	38.049316	2
89	5.619119	0.010944	0.566653	2.428356	54	256	0.044250	28.049316	1
109	3.427766	0.181917	0.004295	4.699264	4	6	2.544251	48.049316	2
88	2.185638	0.085014	0.415490	1.283096	81	92	0.903625	19.924316	1
108	2.381509	0.194747	0.000000	4.095194	131	342	3.403626	39.924316	2
78	1.716565	0.055961	0.415058	1.035011	137	217	2.153626	29.924316	1
98	1.960364	0.156932	0.000000	3.624007	62	467	4.653625	49.924316	2
83	3.784315	0.063649	0.542037	1.757669	22	29	0.278625	24.924316	1
103	2.949519	0.131164	0.000000	3.980696	72	279	2.778626	44.924316	2
73	1.081451	0.074358	0.548145	0.470372	78	154	1.528626	14.924316	1
93	1.534155	0.181771	0.000000	2.103046	3	404	4.028625	34.924316	2
86	1.319910	0.109393	0.024687	1.463031	55	123	3.091126	27.424316	1
106	7.421914	0.165059	0.322085	5.022304	353	373	0.591125	47.424316	1
76	0.561594	0.059015	0.160994	0.514319	48	248	4.341125	17.424316	1
96	2.951675	0.153526	0.010044	3.004861	347	498	1.841126	37.424316	0
81	0.530636	0.048058	0.056553	0.508772	19	60	3.716126	12.424316	1
101	3.509634	0.196471	0.125192	3.045719	254	310	1.216126	32.424316	1
71	0.665746	0.046547	0.339524	0.429203	13	185	4.966125	22.424316	1
91	2.674864	0.190544	0.001447	2.823689	248	435	2.466126	42.424316	0
102	2.170899	0.115422	0.059288	2.039523	67	295	1.372376	21.174316	1
82	1.638959	0.129631	0.051124	1.776341	32	45	3.872376	41.174316	1
92	2.160095	0.010357	0.537812	0.989226	201	420	0.122375	11.174316	1
72	1.411278	0.133424	0.443876	0.869462	166	170	2.622376	31.174316	1
107	1.392403	0.068417	0.000000	1.475490	36	357	1.997376	16.174316	0
87	1.320637	0.132560	0.139076	1.290171	64	107	4.497375	36.174316	1
97	3.439046	0.095186	0.401914	2.027164	170	482	0.747375	26.174316	1
77	1.895065	0.210008	0.559656	0.915232	198	232	3.247376	46.174316	1
100	0.572297	0.043905	0.000000	1.329222	175	263	4.809875	13.674316	2
80	1.889676	0.148379	0.159111	1.690473	2	13	2.309876	33.674316	1
90	1.115417	0.112675	0.000000	1.658689	355	388	3.559876	23.674316	2
70	3.482938	0.184842	0.468319	1.824333	57	138	1.059876	43.674316	1
105	1.354728	0.090365	0.000000	2.625017	176	326	4.184875	28.674316	2
85	3.597317	0.186426	0.325288	2.426968	3	76	1.684876	48.674316	1
95	1.020138	0.045412	0.000000	1.233197	356	451	2.934876	18.674316	2
75	4.756124	0.079928	0.559431	2.101696	58	201	0.434875	38.674316	1
105	1.134668	0.065806	0.268061	0.790949	88	236	2.270813	14.611816	1
85	1.199214	0.106345	0.000000	2.460880	426	486	4.770813	34.611816	2
95	2.742619	0.144034	0.553009	1.218657	14	111	1.020813	24.611816	1
75	1.731856	0.180862	0.007244	2.178979	226	361	3.520813	44.611816	0
100	2.671555	0.111430	0.315679	1.906064	43	174	1.645813	29.611816	1
80	1.857590	0.184951	0.000000	3.736109	318	424	4.145813	49.611816	2
90	3.009103	0.055493	0.548637	1.353227	0	49	0.395813	19.611816	1
70	1.697665	0.184113	0.000000	2.107479	150	299	2.895813	39.611816	0
107	1.146900	0.074182	0.020852	1.173826	192	205	3.833313	22.111816	1
87	3.754285	0.234911	0.093913	3.380440	199	455	1.333313	42.111816	1
97	0.802860	0.056203	0.440730	0.425002	55	80	2.583313	12.111816	1
77	5.381387	0.027588	0.552116	2.399339	62	330	0.083313	32.111816	1
102	0.716656	0.058233	0.000000	1.017882	115	142	4.458313	17.111816	2
82	2.478166	0.140360	0.000000	3.022390	123	392	1.958313	37.111816	2
92	1.421606	0.097744	0.244991	1.048486	9	17	3.208313	27.111816	1
72	4.749181	0.119407	0.346349	3.025934	17	267	0.708313	47.111816	1
81	3.186750	0.101722	0.389220	1.924127	271	377	0.552063	25.861816	1
101	2.729008	0.233862	0.232497	2.088401	28	127	3.052063	45.861816	1
71	0.959552	0.068956	0.187722	0.779214	244	252	1.802063	15.861816	1
91	1.436671	0.116891	0.565180	0.670935	0	2	4.302063	35.861816	1
86	1.045130	0.048163	0.166352	0.881559	261	439	1.177063	10.861816	1
106	1.669766	0.126830	0.023192	1.717754	18	189	3.677063	30.861816	1
76	1.048940	0.061324	0.004530	1.187934	265	314	2.427063	20.861816	0
96	1.493497	0.189866	0.251850	1.137714	22	64	4.927063	40.861816	1
84	0.854498	0.098974	0.000000	1.344346	64	408	3.364563	18.361816	2
104	5.074371	0.194303	0.448458	2.756540	104	158	0.864563	38.361816	1
74	0.832364	0.152648	0.000000	1.380214	115	283	4.614563	28.361816	2
94	3.551696	0.237578	0.494043	1.717113	29	33	2.114563	48.361816	1
89	1.268148	0.063441	0.000000	2.015890	15	471	2.739563	23.361816	2
109	8.986951	0.115868	0.525409	4.231745	117	221	0.239563	43.361816	1
79	0.480177	0.042764	0.000000	0.809495	98	346	3.989563	13.361816	2
99	3.147220	0.171169	0.454245	1.738566	75	96	1.489563	33.361816	1
79	0.866680	0.134354	0.001285	1.131777	34	56	4.380188	23.986816	0
99	3.611806	0.210850	0.573490	1.527043	34	306	1.880188	43.986816	1
89	0.686401	0.063201	0.000000	1.013979	155	181	3.130188	13.986816	2
109	5.379231	0.152611	0.511583	2.638102	155	431	0.630188	33.986816	1
74	0.702117	0.089658	0.000000	0.994834	87	119	3.755188	18.986816	2
94	3.780680	0.164134	0.503993	1.890832	87	369	1.255188	38.986816	1
84	1.684229	0.103323	0.000000	2.226604	240	244	2.505188	28.986816	2
104	11.910702	0.002623	0.573125	5.078334	240	494	0.005188	48.986816	1
77	0.777819	0.044711	0.194289	0.651095	1	25	1.567688	11.486816	1
97	1.426669	0.159279	0.480221	0.768924	150	275	4.067688	31.486816	1
87	3.335596	0.066296	0.465387	1.787242	44	150	0.317688	21.486816	1
107	2.777011	0.199110	0.197245	2.204017	319	400	2.817688	41.486816	1
72	1.470085	0.063531	0.044487	1.504714	15	88	2.192688	26.486816	1
92	1.893686	0.200188	0.230086	1.431031	227	338	4.692688	46.486816	1
82	1.677787	0.047323	0.177992	1.314401	90	213	0.942688	16.486816	1
102	1.933392	0.137919	0.022722	2.114746	427	463	3.442688	36.486816	1
93	0.895883	0.060579	0.544374	0.424670	86	322	2.661438	15.236816	1
73	5.213942	0.048770	0.538856	2.406588	55	72	0.161438	35.236816	1
103	1.249523	0.029197	0.077516	1.122472	7	447	3.911438	25.236816	1
83	3.724882	0.124497	0.112351	3.285592	101	197	1.411438	45.236816	1
98	1.070998	0.080755	0.340727	0.708329	102	260	3.286438	20.236816	1
78	4.177686	0.130244	0.357656	2.670870	8	10	0.786438	40.236816	1
108	0.473685	0.030550	0.000000	0.572517	54	385	4.536438	10.236816	2
88	2.147236	0.187616	0.000000	2.503016	86	135	2.036438	30.236816	0
90	2.849378	0.090969	0.532814	1.318793	293	353	1.098938	27.736816	1
70	1.765947	0.091131	0.000000	2.293127	34	103	3.598938	47.736816	0
100	1.274891	0.078609	0.210934	0.963876	277	478	2.348938	17.736816	1
80	1.322542	0.158148	0.000000	2.641174	18	228	4.848938	37.736816	2
95	1.955526	0.028537	0.536570	0.908103	277	291	0.473938	12.736816	1
75	1.465097	0.108769	0.000755	1.948244	18	41	2.973938	32.736816	0
105	2.081762	0.078281	0.249761	1.592709	293	416	1.723938	22.736816	1
85	1.704082	0.129440	0.000000	3.556437	34	166	4.223938	42.736816	2
91	1.563985	0.068863	0.330834	0.973588	284	445	1.470032	17.268066	1
71	1.221047	0.121603	0.000000	2.351770	27	195	3.970032	37.268066	2
101	5.316038	0.067779	0.566372	2.312403	284	320	0.220032	27.268066	1
81	2.413068	0.288142	0.031198	2.739089	27	70	2.720032	47.268066	1
96	1.599930	0.082168	0.170538	1.393638	196	383	2.095032	22.268066	1
76	1.370996	0.161268	0.000000	3.174854	1	133	4.595032	42.268066	2
106	1.682174	0.075707	0.497374	0.845249	197	258	0.845032	12.268066	1
86	1.567444	0.109641	0.000734	2.210577	2	8	3.345032	32.268066	2
93	1.175777	0.113811	0.000543	1.154610	95	476	4.907532	29.768066	1
73	2.504737	0.220945	0.004733	3.115275	158	226	2.407532	49.768066	0
103	1.071374	0.125582	0.511545	0.514360	158	351	3.657532	19.768066	1
83	3.639003	0.172625	0.306943	2.500807	96	101	1.157532	39.768066	1
98	0.631379	0.067750	0.000000	0.770605	31	414	4.282532	14.768066	2
78	2.369652	0.138157	0.010472	2.578622	94	164	1.782532	34.768066	0
108	1.532626	0.074523	0.336099	1.011912	94	289	3.032532	24.768066	1
88	6.005397	0.145560	0.424800	3.492325	32	39	0.532532	44.768066	1
77	2.514738	0.062522	0.335157	1.684984	86	179	0.688782	23.518066	1
97	2.403918	0.160018	0.140117	2.066693	421	429	3.188782	43.518066	1
87	0.958424	0.059095	0.099904	0.849836	12	54	1.938782	13.518066	1
107	1.616750	0.169783	0.469232	0.892200	222	304	4.438782	33.518066	1
72	2.949394	0.008966	0.548025	1.329666	86	242	0.063782	18.518066	1
92	2.442797	0.144280	0.069669	2.153088	421	492	2.563782	38.518066	1
82	2.323179	0.084770	0.187722	1.946153	12	117	1.313782	28.518066	1
102	2.381033	0.224890	0.235864	1.829971	222	367	3.813782	48.518066	1
79	0.552695	0.046277	0.000000	0.719957	136	148	2.876282	11.018066	2
99	5.265705	0.097255	0.532768	2.455410	167	398	0.376282	31.018066	1
89	0.840886	0.097893	0.005721	1.143397	15	23	4.126282	21.018066	0
109	4.052277	0.167330	0.563401	1.749541	46	273	1.626282	41.018066	1
74	1.025929	0.074795	0.000000	1.763639	167	211	3.501282	26.018066	2
94	5.039628	0.310341	0.398945	3.009906	135	461	1.001282	46.018066	1
84	0.559012	0.038471	0.000000	0.947609	46	86	4.751282	16.018066	2
104	2.787263	0.098620	0.437422	1.520512	15	336	2.251282	36.018066	1
84	0.971283	0.099962	0.000000	1.444092	98	265	4.360657	26.643066	2
104	3.854451	0.141594	0.526256	1.897349	13	15	1.860657	46.643066	1
74	0.679482	0.064536	0.000000	1.058149	48	390	3.110657	16.643066	2
94	5.036395	0.108969	0.490565	2.548467	87	140	0.610657	36.643066	1
89	0.406857	0.056550	0.000000	0.767722	163	328	4.985657	11.643066	2
109	2.305256	0.165045	0.385720	1.454135	77	78	2.485657	31.643066	1
79	0.903503	0.106105	0.000000	1.627399	112	453	3.735657	21.643066	2
99	4.340845	0.231098	0.347144	2.844142	151	203	1.235657	41.643066	1
81	1.186606	0.065954	0.107374	1.021114	240	297	2.173157	19.143066	1
101	1.639460	0.125999	0.572814	0.701441	14	47	4.673157	39.143066	1
71	2.516568	0.093738	0.282303	1.822242	236	422	0.923157	29.143066	1
91	2.369502	0.216392	0.259379	1.881149	10	172	3.423157	49.143066	1
86	1.886166	0.137775	0.141691	1.605020	335	359	1.548157	24.143066	1
106	2.115376	0.170016	0.355442	1.401206	47	109	4.048157	44.143066	1
76	1.945549	0.034446	0.463262	1.044360	331	484	0.298157	14.143066	1
96	2.027492	0.121941	0.170524	1.771903	43	234	2.798157	34.143066	1
107	0.725304	0.079974	0.409063	0.403857	66	125	3.579407	12.893066	1
87	3.219889	0.123669	0.295398	2.260302	11	375	1.079407	32.893066	1
97	0.887937	0.064492	0.014064	1.015912	194	250	4.829407	22.893066	0
77	2.275778	0.136929	0.000000	2.944953	139	500	2.329407	42.893066	2
102	1.722180	0.162989	0.300689	1.187437	40	62	2.954407	27.893066	1
82	6.365530	0.165877	0.431795	3.583860	48	312	0.454407	47.893066	1
92	0.780100	0.084403	0.000000	0.941541	169	187	4.204407	17.893066	0
72	2.318416	0.200408	0.000950	2.676981	176	437	1.704407	37.893066	0
105	4.398423	0.028670	0.572574	1.883862	8	94	0.141907	20.393066	1
85	2.303050	0.158517	0.057260	2.269410	203	344	2.641907	40.393066	1
95	0.968551	0.074775	0.416761	0.575185	74	219	1.391907	10.393066	1
75	1.086740	0.086347	0.000000	1.885320	394	469	3.891907	30.393066	2
100	2.061608	0.064534	0.532663	0.976519	6	31	0.766907	15.393066	1
80	1.603790	0.131763	0.000000	2.089286	201	281	3.266907	35.393066	2
90	1.772238	0.141223	0.219775	1.380358	72	156	2.016907	25.393066	1
70	1.423160	0.141331	0.000000	2.937271	392	406	4.516907	45.393066	2
100	1.456449	0.110955	0.000086	1.665694	354	410	2.602844	21.330566	0
80	7.044886	0.023101	0.566112	3.058762	58	160	0.102844	41.330566	1
90	0.522515	0.036119	0.000000	0.976612	175	285	3.852844	11.330566	2
70	2.160270	0.090383	0.328639	1.495440	4	35	1.352844	31.330566	1
105	1.011841	0.073981	0.000000	1.154029	467	472	3.227844	16.330566	1
85	4.292792	0.099976	0.552626	1.880547	108	222	0.727844	36.330566	1
95	1.089723	0.136736	0.000000	2.136856	256	347	4.477844	26.330566	2
75	2.719934	0.120712	0.323818	1.909374	23	97	1.977844	46.330566	1
102	1.607174	0.059195	0.311169	1.147607	114	379	1.040344	13.830566	1
82	1.527863	0.145037	0.382877	0.901316	103	129	3.540344	33.830566	1
92	1.538091	0.092121	0.000000	2.015715	13	254	2.290344	23.830566	2
72	1.297551	0.204954	0.042533	1.548119	2	4	4.790344	43.830566	1
107	5.086754	0.056704	0.481297	2.640574	188	441	0.415344	28.830566	1
87	2.577981	0.215235	0.574980	1.114182	177	191	2.915344	48.830566	1
97	1.672097	0.071613	0.051282	1.551767	56	316	1.665344	18.830566	1
77	1.324222	0.136039	0.142130	1.203847	44	66	4.165344	38.830566	1
86	0.637019	0.084484	0.131659	0.551847	4	207	4.634094	17.580566	1
106	2.931196	0.192709	0.000000	3.245647	238	457	2.134094	37.580566	0
76	1.123112	0.050148	0.012136	1.251471	22	82	3.384094	27.580566	0
96	5.615610	0.182432	0.195634	4.520508	256	332	0.884094	47.580566	1
81	0.889039	0.094437	0.416969	0.515872	21	144	4.009094	22.580566	1
101	4.117401	0.284446	0.178710	3.273663	254	394	1.509094	42.580566	1
71	0.570116	0.062927	0.221201	0.469022	7	19	2.759094	12.580566	1
91	5.537803	0.086538	0.481078	2.875127	241	269	0.259094	32.580566	1
88	1.891430	0.156010	0.472394	1.017983	139	238	1.821594	25.080566	1
108	2.141495	0.173811	0.000000	3.546020	41	488	4.321594	45.080566	2
78	1.771085	0.031404	0.482321	0.926210	94	113	0.571594	15.080566	1
98	2.031904	0.156590	0.000000	3.218654	121	363	3.071594	35.080566	2
83	0.561569	0.035870	0.531658	0.266792	124	176	2.446594	10.080566	1
103	1.208238	0.096603	0.000000	1.913952	89	426	4.946594	30.080566	2
73	1.588374	0.126386	0.420184	0.899291	48	51	1.196594	20.080566	1
93	1.810114	0.192530	0.000000	3.112756	138	301	3.696594	40.080566	2
74	1.558846	0.015224	0.495629	0.771729	46	355	0.337219	11.955566	1
94	1.934645	0.183578	0.000000	2.989589	66	105	2.837219	31.955566	2
84	1.712254	0.082648	0.429937	0.988444	182	480	1.587219	21.955566	1
104	2.131870	0.190364	0.000000	3.464496	202	230	4.087219	41.955566	2
79	2.531533	0.151568	0.420360	1.470145	1	293	0.962219	26.955566	1
99	2.407052	0.183444	0.000000	4.174632	21	43	3.462219	46.955566	2
89	1.100301	0.076002	0.448839	0.593030	106	418	2.212219	16.955566	1
109	1.643922	0.153021	0.000000	2.760745	126	168	4.712219	36.955566	2
72	0.992941	0.084530	0.057071	1.000464	224	324	3.149719	24.455566	1
92	5.853643	0.089216	0.313889	3.978917	14	74	0.649719	44.455566	1
82	0.544298	0.072637	0.256662	0.394426	423	449	4.399719	14.455566	1
102	2.813934	0.125901	0.028732	2.780192	88	199	1.899719	34.455566	1
77	0.980232	0.066892	0.262334	0.753474	148	262	2.524719	19.455566	1
97	8.784914	0.009753	0.566218	3.809288	0	12	0.024719	39.455566	1
87	1.191243	0.106770	0.490392	0.650346	316	387	3.774719	29.455566	1
107	5.519981	0.278526	0.253169	3.975371	43	137	1.274719	49.455566	1
98	1.941489	0.116062	0.000000	2.690954	26	27	2.368469	28.205566	2
78	1.567419	0.174979	0.001129	2.082907	131	277	4.868469	48.205566	0
108	2.185763	0.085814	0.247887	1.667589	110	152	1.118469	18.205566	1
88	1.733711	0.176085	0.280143	1.287300	90	402	3.618469	38.205566	1
93	1.103485	0.041626	0.012575	1.101168	76	90	1.743469	13.205566	0
73	1.140508	0.084498	0.026573	1.124058	118	340	4.243469	33.205566	1
103	3.799154	0.087440	0.457902	2.064273	128	215	0.493469	23.205566	1
83	2.172854	0.148732	0.439328	1.132762	46	465	2.993469	43.205566	1
95	0.740745	0.053016	0.000000	1.372896	23	58	3.930969	15.705566	2
75	2.622374	0.095854	0.324637	1.731867	280	308	1.430969	35.705566	1
